Kategorija$Usluga$Poveznica$Pružatelj$Usluga aktivna od$Razina autentifikacije$Opis
Financije i porezi $SKDD e-Ulagatelj$https://www.skdd.hr/NIAS/route/SendAuthnRequest$Središnje klirinško depozitarno društvo d.d.$2018-11-27$3 - znatna sigurnost$Prijava u besplatnu uslugu koja omogućava: provjeru stanja vrijednosnih papira, pregled općih podataka, pregled isplaćenih i neisplaćenih sredstava iz korporativnih akcija, pregled tereta, narudžba i preuzimanje određenih izvještaja/obavijesti, promjena PIN-a i PUK-a, promjena dopisne adrese i adrese oporezivanja, te mogućnost pregleda i potvrde zahtjeva za registraciju.
Financije i porezi $e-Blokade$https://eblokade.fina.hr$Financijska agencija - FINA$2020-04-03$2 - niska sigurnost$Uslugom e-Blokade omogućava se korisnicima - građanima - da putem platforme e-Građani dohvate informacije iz sustava provedbe ovrhe na novčanim sredstvima.
Financije i porezi $Moj OIB$https://porezna.gov.hr/OibEGradjani/$Ministarstvo financija$2014-04-08$2 - niska sigurnost$Pregled osobnih podataka iz Evidencije o osobnim identifikacijskim brojevima koju vodi Ministarstvo financija - Porezna uprava. Evidencija o osobnim identifikacijskim brojevima je jedinstveno mjesto stalno ažurnih podataka o osobama. Možete zatražiti i dobiti elektronički zapis o svojim podacima pohranjenim u bazi podataka.
Financije i porezi $ePorezna$https://e-porezna.porezna-uprava.hr$Ministarstvo financija$2017-07-24$2 - niska sigurnost$ePorezna je elektronička usluga Ministarstva financija - Porezne uprave koja svim građanima omogućuje elektroničku komunikaciju s Poreznom upravom.
Financije i porezi $Fiskalizacija - provjera računa$http://www.provjeri-racun.hr/provjeraracuna$Ministarstvo financija$2014-04-24$1 - nikakva ili najmanja sigurnost$Kupci, kao i svi primatelji računa, mogu u roku 30 dana od dana izdavanja računa provjeriti je li njihov račun prijavljen Poreznoj upravi.
Obitelj i život $e-Novorođenče$https://matice.gov.hr/eNovorodjence/$Ministarstvo pravosuđa i uprave$2018-01-31$4 - visoka sigurnost$Usluga omogućava roditeljima da potpisnim certifikatom na e-osobnoj iskaznici odrede ime djetetu i prijave rođenje djeteta Državnim maticama, MUP-u i HZZO-u.
Obitelj i život $eHzmo - doplatak za djecu$https://e-usluge.mirovinsko.hr/r/doplatak_za_djecu$Hrvatski zavod za mirovinsko osiguranje$2020-07-03$3 - znatna sigurnost$Uslugom se omogućuje podnošenje zahtjeva HZMO-u za priznanje prava na  doplatak za djecu.
Obitelj i život $eHzmo-zahtjev za nacionalnu naknadu$https://e-usluge.mirovinsko.hr/r/nacionalna_naknada$Hrvatski zavod za mirovinsko osiguranje$2020-12-15$3 - znatna sigurnost$Usluga omogućava podnošenje zahtjeva za priznanje prava na nacionalnu naknadu za starije osobe.
Obitelj i život $e-Dječja kartica$https://e-djecjakartica.hr/eusluga/$Središnji državni ured za demografiju i mlade$2020-07-15$3 - znatna sigurnost$Usluga omogućava roditeljima da zatraže digitalnu dječju karticu,  na temelju koje ostvaruju mogućnost na povoljniji pristup robama i uslugama.
Obitelj i život $e-Prijava vjenčanja$https://matice.gov.hr/eVjencanja/$Ministarstvo pravosuđa i uprave$2020-07-01$3 - znatna sigurnost$Usluga omogućava ženiku i nevjesti da podnesu prijavu namjere sklapanja braka u građanskom obliku, rezervaciju termina i lokacije u službenim prostorijama te online plaćanje upravnih pristojbi putem sustava e-Pristojbe.
Obitelj i život $Potvrde iz Registra osoba s invaliditetom$https://hana.hzjz.hr$Hrvatski zavod za javno zdravstvo$2020-01-01$3 - znatna sigurnost$Usluga omogućava pribavljanje elektroničkih potvrda iz Registra osoba s invaliditetom: potvrda u svrhu zapošljavanja, potvrda u svrhu subvencioniranja kredita te potvrda o upisu u Hrvatski registar o osobama s invaliditetom.
Obitelj i život $Kalkulator doplatka za djecu$https://ssl.mirovinsko.hr/nias.aspx$Hrvatski zavod za mirovinsko osiguranje$2014-12-31$2 - niska sigurnost$Kalkulator omogućava građanima da putem ove aplikacije izračunaju uvjet dohodovnog cenzusa, pripadajuću svotu doplatka za djecu ovisno o utvrđenom cenzusu i dodatak za treće i četvrto dijete prema odredbama Zakona o doplatku za djecu
Obitelj i život $e-Matične knjige$https://matice.gov.hr/EDokumentiZahtjev/$Ministarstvo pravosuđa i uprave$2014-04-08$2 - niska sigurnost$Ovom uslugom možete pribaviti Domovnicu, Rodni i Vjenčani list, Potvrdu o životnom partnerstvu i Izvadak iz Matice Rođenih.
Obitelj i život $e-usluge Grada Bjelovara$https://eobrasci.bjelovar.hr$Grad Bjelovar$2020-12-24$2 - niska sigurnost$Usluga omogućuje građanima Grada Bjelovara prijavu za dodjelu studentskih stipendija.
Obitelj i život $E-usluge socijalna skrb$https://egradjani.socskrb.hr$Ministarstvo rada, mirovinskoga sustava, obitelji i socijalne politike$2017-10-04$2 - niska sigurnost$U okviru ove usluge može se dobiti potvrda je li građanin korisnik prava i/ili usluga u centru za socijalnu skrb pod nazivom Potvrda o evidenciji korisnika te se putem ove e-Usluge može podnijeti e-Zahtjev za priznavanje prava na osobnu invalidninu i doplatak za pomoć i njegu temeljem Zakona o socijalnoj skrbi. Mogu se predati sljedeći zahtjevi: Zahtjev za priznavanje prava na osobnu invalidninu (odrasla osoba), Zahtjev za priznavanje prava na osobnu invalidninu (dijete), Zahtjev za priznavanje prava na doplatak za pomoć i njegu (odrasla osoba) i Zahtjev za priznavanje prava na doplatak za pomoć i njegu (dijete).
Obitelj i život $Matice Grada Zagreba$https://e-uprava.apis-it.hr/igrast/servlet/PrikaziStranicu$Grad Zagreb$2014-04-10$1 - nikakva ili najmanja sigurnost$Pruža podatke o mjestu upisa u maticu kao i mogućnost dobivanja zahtjeva za izdavanje dokumenata iz državnih matica
Odgoj i obrazovanje $e-Zapis o statusu studenta$https://issp.srce.hr/e-potvrda/Login.aspx$Ministarstvo znanosti i obrazovanja$2016-01-22$2 - niska sigurnost$Omogućavanje studentu da upotrebom e-usluge posjeduje dokaz o studentskom statusu iz evidencije izdanih studentskih isprava
Odgoj i obrazovanje $e-Dnevnik za roditelje$https://ocjene.skole.hr/$Hrvatska akademska i istraživačka mreža - CARNET$2014-04-08$2 - niska sigurnost$e-Dnevnik za roditelje je web aplikacija kojoj mogu pristupiti roditelji učenika škola koje koriste e-Dnevnik sustav u tekućoj školskoj godini. Putem ove aplikacije roditelju je omogućen uvid u osobne podatke, ocjene, izostanke, bilješke, planirani raspored pisanih zadaća i ostale podatke o djetetu koje su predmetni nastavnici i razrednik unijeli u e-Dnevnik.
Odgoj i obrazovanje $Home for Homeless servis u sustavu AAI@EduHr$https://hosting.aaiedu.hr/hfh/$Sveučilišni računski centar (Srce)$2016-12-05$2 - niska sigurnost$Servis za izdavanje AAI@EduHr elektroničkih identiteta pojedincima vezanim uz sustav znanosti i visokog obrazovanja koji nisu povezani niti s jednom matičnom ustanovom u sustavu AAI@EduHr.
Odgoj i obrazovanje $Online Tečajevi Srca$http://lms.srce.hr$Sveučilišni računski centar (Srce)$2018-02-01$2 - niska sigurnost$Usluga omogućava svim zainteresiranim korisnicima da putem sustava za e-učenje Tečajeva Srca bez naknade pristupaju tečajevima koje izrađuje Sveučilišni računski centar. Tečajevi su namijenjeni svima koji žele proširiti svoje znanje iz područja uporabe informacijsko-komunikacijskih tehnologija.
Odgoj i obrazovanje $ePodnesak Ministarstva znanosti i obrazovanja$https://ePodnesak.mzo.hr$Ministarstvo znanosti i obrazovanja$2018-01-01$2 - niska sigurnost$Usluga omogućava fizičkim i pravnim osobama registraciju poslovnog nastana u sklopu nadležnosti Ministarstva te predaju ostalih podnesaka elektroničkim putem umjesto slanja poštom; pregled podnesenih podnesaka te obavještavanje o njihovom zaprimanju i urudžbiranju (OKP).
Odgoj i obrazovanje $e-Razmjena studentskih ocjena$https://emrex.studij.hr$Agencija za znanost i visoko obrazovanje$2018-04-13$2 - niska sigurnost$Studentima usluga omogućava preuzimanje njihovih prijepisa ocjena ostvarenih na visokom učilištu u RH i slanje drugom visokom učilištu.
Odgoj i obrazovanje $Središnja prijava na diplomske studijske programe$https://diplomski.studij.hr$Agencija za znanost i visoko obrazovanje$2015-07-01$2 - niska sigurnost$Usluga pomoću koje kandidati koji žele upisati diplomski studijski program u RH mogu putem Nacionalnog informacijskog sustava prijava na diplomske studije prijaviti do 10 studijskih programa visokih učilišta koji sudjeluju u projektu. Sustav na temelju uvjeta upisa i rezultata kandidata generira rang liste i kandidatima koji su ostvarili pravo upisa dodjeljuje upisne brojeve. Usluga kandidatima omogućava veći broj prijava studijskih programa, ne zahtjeva slanje dokumentacije, postupak upisa čini potpuno transparentnim, smanjuje radno opterećenje radnog osoblja visokih učilišta te smanjuje troškove procesa upisa.
Odgoj i obrazovanje $e-Upisi u srednje škole$https://www.upisi.hr/upisi/$Hrvatska akademska i istraživačka mreža - CARNET$2014-04-10$2 - niska sigurnost$Pomoću ove usluge učenici se prijavljuju i temeljem formiranih rang listi ostvaruju pravo za upis u srednju školu.
Odgoj i obrazovanje $Postani student - elektroničke prijave ispita državne mature i studijskih programa$https://www.postani-student.hr/Ucenici/Prijava.aspx$Ministarstvo znanosti i obrazovanja$2014-04-10$1 - nikakva ili najmanja sigurnost$Putem ove usluge učenici završnih razreda srednje škole prijavljuju polaganje ispita državne mature te prijavljuju studijske programe na kojima žele nastaviti svoje obrazovanje
Odgoj i obrazovanje $Informacijski sustav visokih učilišta RH$http://www.isvu.hr/$Ministarstvo znanosti i obrazovanja$2014-04-10$1 - nikakva ili najmanja sigurnost$ISVU (Informacijski Sustav Visokih Učilišta) je projekt Ministarstva znanosti, obrazovanja i sporta u sklopu programa informatizacije visokih učilišta u Republici Hrvatskoj.
Odgoj i obrazovanje $Studomat$http://www.isvu.hr/studomat$Ministarstvo znanosti i obrazovanja$2014-04-10$1 - nikakva ili najmanja sigurnost$Studomat je usluga u sklopu Informacijskog sustava visokih učilišta Republike Hrvatske. Studentima omogućava prijavu i odjavu ispita, dobivanje potvrda izvan radnog vremena studentske referade te upis godine bez čekanja u redu.
Odgoj i obrazovanje $Nacionalni portal za učenje na daljinu Nikola Tesla$https://tesla.carnet.hr/$Hrvatska akademska i istraživačka mreža - CARNET$2014-04-17$1 - nikakva ili najmanja sigurnost$Nacionalni portal za učenje na daljinu Nikola Tesla je sustav koji omogućava izvođenje nastave i učenje pomoću računala upotrebom digitalnih obrazovnih sadržaja.
Odgoj i obrazovanje $e-Lektire$http://lektire.skole.hr/$Hrvatska akademska i istraživačka mreža - CARNET$2014-04-17$1 - nikakva ili najmanja sigurnost$eLektire sadržavaju cjelovita djela hrvatskih i stranih pisaca, uključujući i ona s popisa obvezne školske lektire, u elektroničkom formatu.
Odgoj i obrazovanje $eduKnjižara$http://www.eduknjizara.hr/$Hrvatska akademska i istraživačka mreža - CARNET$2014-04-17$1 - nikakva ili najmanja sigurnost$eduKnjižara je usluga koja CARNetovim korisnicima omogućuje kupovinu i preuzimanje obrazovnih knjiga i drugih obrazovnih sadržaja u digitalnom obliku.
Odgoj i obrazovanje $Centar za online baze podataka$http://www.online-baze.hr/$Ministarstvo znanosti i obrazovanja$2014-04-24$1 - nikakva ili najmanja sigurnost$Centar za online baze podataka je projekt Ministarstva znanosti, obrazovanja i sporta (MZOS), CARNet-a i IRB-a s osnovnim ciljem osiguravanja mrežnog pristupa komercijalnim bazama podataka kao i onima u slobodnom pristupu za sve članove znanstvene i istraživačke zajednice RH (istraživače, nastavnike i studente). Pri izboru baza podataka nastoji se osigurati pristup najvažnijim bazama iz pojedinog znanstvenog područja.
Poslovanje $START - elektroničko pokretanje poslovanja$https://start.gov.hr$Ministarstvo gospodarstva i održivog razvoja$2020-01-08$4 - visoka sigurnost$Nova usluga na tržištu RH koja omogućava korisnicima pokretanje poslovanja za d.o.o., j.d.o.o. i obrte elektroničkim putem. Korisnici putem sustava mogu upisati društvo u sudski registar odnosno obrt u Obrtni registar, evidentirati se u Državni zavod za statistiku, prijaviti se u Registar poreznih obveznika, sustav PDV-a i/ili zatražiti dodjelu PVD ID broja pri Poreznoj upravi, registrirati se u sustav HZMO-a te otvoriti transakcijski račun u poslovnoj banci.
Poslovanje $Prijava industrijskog vlasništva$https://eprijava.dziv.hr/nias$Državni zavod za intelektualno vlasništvo$2020-03-18$4 - visoka sigurnost$Prijava industrijskog vlasništva je elektronička usluga koja omogućava podnošenje prijave i naknadnih podnesaka u postupku zaštite prava industrijskog vlasništva putem interneta.
Poslovanje $Postupci vezani uz članstvo u Hrvatskoj komori ovlaštenih inženjera geodezije$https://egradani.hkoig.hr/nias/login$Hrvatska komora ovlaštenih inženjera geodezije$2019-06-26$3 - znatna sigurnost$Usluga omogućava osobama geodetskestruke pribavljanje potvrda (dokaza)o upisu u Imenik/evidenciju(e) i drugepostupke vezane uz Imenik/evidenciju(e)
Poslovanje $Postupci vezani uz članstvo u Hrvatskoj komori inženjera elektrotehnike$https://egradani.hkie.hr/nias/login$Hrvatska komora inženjera elektrotehnike$2019-06-24$3 - znatna sigurnost$Usluga omogućava članovima HKIE preuzimanje potvrde o članstvu
Poslovanje $eVisitor (prijava vjerodajnicom minimalno razine 3)$https://www.evisitor.hr$Hrvatska turistička zajednica$2016-05-17$3 - znatna sigurnost$eVisitor je jedinstveni nacionalni online informacijski sustav koji povezuje sve turističke zajednice u Republici Hrvatskoj i omogućava dnevni uvid u stanje turističkog prometa, ažurnu bazu podataka o smještajnim objektima i pružateljima usluga smještaja, izvještavanje u statističke i marketinške svrhe u realnom vremenu te bolju kontrolu naplate boravišne pristojbe s ciljem ostvarivanja većih prihoda u sektoru turizma.
Poslovanje $e-Detektivi$https://edetektivi.mup.hr$Ministarstvo unutarnjih poslova$2018-07-16$3 - znatna sigurnost$Usluga omogućava predaju zahtjeva za: izdavanje dopuštenja za obavljanje poslova privatnog detektiva; polaganje stručnog ispita; priznavanje inozemne stručne kvalifikacije; izdavanje odobrenja za obavljanje detektivske djelatnosti pravnim osobama ili obrtnicima.
Poslovanje $Postupci vezani uz članstvo Hrvatske komore arhitekata$https://arhitekti-hka.hr/hr/e-gradani/$Hrvatska komora arhitekata$2018-06-01$3 - znatna sigurnost$Korisniku se omogućava pristup zahtjevima HKA, usluga omogućava fizičkim osobama predaju zahtjeva za dobivanje ovlaštenja, za registraciju samostalne djelatnosti
Poslovanje $Registracija objekata koji pružaju uslugu smještaja strancima$https://pbsreg.mup.hr/pbsreg$Ministarstvo unutarnjih poslova$2016-04-15$2 - niska sigurnost$Usluga omogućava  vlasnicima apartmana, hotela ili odgovornim osobama u hotelima da u elektronskom obliku predaju zahtjev za registraciju objekta u kojem se pruža usluga smještaja stranim gostima, provjeru statusa podnijetog zahtjeva. Nakon registracije objekta, usluga omogućuje promjenu ili ispravak  kontakt podataka ili podataka vezanih uz registrirani objekt
Poslovanje $e-Obrt$https://e-obrt.gov.hr$Ministarstvo gospodarstva i održivog razvoja$2015-09-23$2 - niska sigurnost$Usluga omogućava online podnošenje zahtjeva za iniciranje postupka osnivanja obrta bez odlaska u nadležna registarska tijela, dobivanje službenih dokumenata putem OKP-a, preuzimanje službenih dokumenata iz sustava OR-a, kao i podnošenje zahtjeva za provođenje statusnih promjena u Obrtnom registru za postojeće obrte.
Poslovanje $Postupci vezani uz članstvo u Hrvatskoj komori inženjera građevinarstva$https://egrad.hkig.hr/nias/login$Hrvatska komora inženjera građevinarstva$2019-06-24$2 - niska sigurnost$Usluga omogućava osobama građevinske struke pribavljanje potvrda (dokaza) o upisu u Imenike/Upisnike/evidencije i druge postupke vezane uz Imenike/Upisnik/evidencije
Poslovanje $Postupci vezani uz članstvo u Hrvatskoj komori inženjera strojarstva$https://egradani.hkis.hr/nias/login$Hrvatska komora inženjera strojarstva$2019-06-24$2 - niska sigurnost$Usluga omogućava članovima Komore izdavanje Potvrda o upisu u imenike Hrvatske komore inženjera strojarstva elektroničkim putem.
Poslovanje $Zastupanje i kolektivno ostvarivanje prava intelektualnog vlasništva$https://epostupci.dziv.hr$Državni zavod za intelektualno vlasništvo$2017-12-01$2 - niska sigurnost$Podnošenje prijave za polaganje ispita za ovlaštenog zastupnika u području prava industrijskog vlasništva; podnošenje zahtjeva za upis u Registar ovlaštenih zastupnika u području prava industrijskog vlasništva; podnošenje e-zahtjeva za upis promjene podataka u Registru ovlaštenih zastupnika u području prava industrijskog vlasništva; podnošenje e-zahtjeva za izdavanje odobrenja za kolektivno ostvarivanje autorskog ili srodnih prava
Poslovanje $e-Aplikacija za prijavu polaganja stručnog ispita za obavljanje stručnih geodetskih poslova$https://strucni-ispit.dgu.hr/$Državna geodetska uprava$2018-02-13$2 - niska sigurnost$Podnošenje zahtjeva za prijavu polaganja stručnog ispita za obavljanje stručnih geodetskih poslova i izdavanje potvrde o položenom stručnom ispitu
Poslovanje $Portal MJERE - očuvanje gospodarske aktivnosti i likvidnosti$https://gospodarskemjere.fina.hr$Ministarstvo financija$2020-04-21$2 - niska sigurnost$Digitalna platforma putem koje je gospodarskim subjektima omogućeno elektroničko podnošenje prijave na mjere: krediti za likvidnost i radni kapital, odgoda plaćanja kredita, reprogram kredita. Putem platforme omogućuje se prikupljanje podataka nužnih za odluku o odobrenju mjere te izvještajni sustav za praćenje realizacije mjera.
Poslovanje $Uvid u Registar stvarnih vlasnika$https://rsv.fina.hr/RSV-javnost$Ministarstvo financija$2020-02-19$2 - niska sigurnost$Usluga omogućava uvid u podatke o fizičkim osobama stvarnim vlasnicima konkretnog pravnog subjekta.
Poslovanje $Sudski registar$https://sudreg.pravosudje.hr$Ministarstvo pravosuđa i uprave$2014-04-24$1 - nikakva ili najmanja sigurnost$Pretraživanje registra trgovačkih sudova moguće je putem MBS-a ili OIB-a ili naziva/imena subjekta.
Poslovanje $Obrtni registar$https://portor.gov.hr/$Ministarstvo gospodarstva, poduzetništva i obrta$2014-04-24$1 - nikakva ili najmanja sigurnost$Portal obrtnog registra olakšat će i skratiti put prilikom registriranja obrta te pomoći u pronalaženju relevantnih informacija vezanih uz obrtništvo.
Poslovanje $e_Oglasna ploča, obavijesti o tekućim ili planiranim građevinskim radovima$https://e-obavijesti.dgu.hr$Državna geodetska uprava$2020-02-14$1 - nikakva ili najmanja sigurnost$E_Oglasna ploča, obavijest o tekućim ili planiranim građevinskim radovima omogućuje kreiranje, objavljivanje i pregled zaprimljenih obavijesti o tekućim ili planiranim građevinskim radovima a koje su dužni dostavljati mrežni operateri.Državna geodetska uprava je jedinstvena informacijska točka koja podatke o infrastrukturi iz članka 127. Zakona o državnoj izmjeri i katastru nekretnina (NN 112/18) i obavijesti o tekućim ili planiranim građevinskim radovima stavlja na raspolaganje, sukladno Zakonu o mjerama za smanjenje troškova postavljanja elektroničkih komunikacijskih mreža velikih brzina (NN121/16) u svrhu koordinacije građevinskih radova.
Poslovanje $e-aplikacija za upotrebu podataka geoida i transformaciju koordinata$https://dgu.gov.hr/$Državna geodetska uprava$2020-02-17$1 - nikakva ili najmanja sigurnost$Državna geodetska uprava kao nadležno tijelo za poslove državne izmjere i poslove osnovnih geodetskih radova koji obuhvaćaju uspostavljanje, održavanje i neprekidnu kontrolu polja stalnih točaka geodetske osnove koja čine osnovu službenoga geodetskog referentnog sustava jednoznačno određenog u odnosu na europske i svjetske referentne sustave i povezanoga s njima. Poslovi osnovnih geodetskih radova su i određivanje odnosa (parametara transformacije) između službenoga geodetskog referentnog sustava i drugih (povijesnih) referentnih sustava. T7D grid model usvojen je kao službeni model za transformaciju koordinata u Republici Hrvatskoj. Aplikacija T7D je dostupna registriranim korisnicima putem web adrese: https://t7d.dgu.hr/
Poslovanje $CROPOS$https://www.cropos.hr/$Državna geodetska uprava$2020-02-14$1 - nikakva ili najmanja sigurnost$Usluga omogućava preuzimanje i predaju zahtjeva za korištenjem usluga sustava CROPOS u Državnu geodetsku upravu, na temelju kojeg se korisniku dodjeljuje korisničko ime putem kojeg se autentificira na sustav.
Poslovanje $e-aplikacija za korištenje podataka stalnih točaka geodetske osnove$https://dgu.gov.hr/$Državna geodetska uprava$2020-02-14$1 - nikakva ili najmanja sigurnost$Državna geodetska uprava kao nadležno tijelo za poslove državne izmjere i poslove osnovnih geodetskih radova koji obuhvaćaju uspostavljanje, održavanje i neprekidnu kontrolu polja stalnih točaka geodetske osnove koja čine osnovu službenoga geodetskog referentnog sustava jednoznačno određenog u odnosu na europske i svjetske referentne sustave i povezanoga s njima. Rezultati osnovnih geodetskih radova s podacima o stalnim točkama geodetske osnove pohranjuju se i održavaju u bazi podataka stalnih točaka geodetske osnove koju vodi Državna geodetska uprava. Aplikacija baze podataka stalnih točaka geodetske osnove dostupna je registriranim korisnicima putem web adrese: https://stgo.dgu.hr/
Poslovanje $Konverzija sadržaja geodetskog projekta iz DXF formata u GML$http://dxf2gml.dgu.hr/$Državna geodetska uprava$2020-02-14$1 - nikakva ili najmanja sigurnost$Javno dostupna aplikacija za konverziju sadržaja geodetskog projekta iz DXF formata u GML
Poslovanje $Elektronički oglasnik javne nabave$https://eojn.nn.hr/Oglasnik/$Narodne novine d.d.$2014-04-24$1 - nikakva ili najmanja sigurnost$Objavljivanje i popis svih objava javne nabave i koncesija na jedinstvenom portalu
Poslovanje $Jedinstveni registar poduzetničke infrastrukture$http://reg.mingo.hr/pi/public/$Ministarstvo gospodarstva, poduzetništva i obrta$2014-04-24$1 - nikakva ili najmanja sigurnost$Jedinstveni registar poduzetničke infrastrukture evidentira i sistematizira subjekte poduzetničke infrastrukture u Republici Hrvatskoj koji su korisnici potpora, poticajnih mjera, darovnica ili povlastica
Poslovanje $Aplikacija za carinske otpremnike$https://e-carina.carina.hr/websped$Ministarstvo financija$2014-04-24$1 - nikakva ili najmanja sigurnost$Web aplikacija je namjenjena samo ovlaštenim sudionicima u carinskom postupku, ona je zaštićena po standardima Carinske uprave RH i Gradskog zavoda za AOP, pa je njeno korištenje moguće samo nakon službene prijave i registracije (dobivanje ovlaštenja) u Carinskoj upravi RH.
Poslovanje $Registar koncesija$http://servisi.fina.hr/regkonc/index.do$Ministarstvo financija$2014-04-24$1 - nikakva ili najmanja sigurnost$Pregled javnih podataka u registru koncesija
Poslovanje $e-Porezna$https://e-porezna.porezna-uprava.hr/$Ministarstvo financija$2014-04-24$1 - nikakva ili najmanja sigurnost$ePorezna je skup elektroničkih usluga Porezne uprave koja omogućuje svim poreznim obveznicima dostavu poreznih obrazaca elektroničkim putem, pregled njihovih statusa te uvid u porezno knjigovodstvenu karticu, a sve u cilju jednostavnijeg i bržeg ispunjavanja obveza prema Poreznoj upravi.
Poslovanje $e-Carina$https://e-carina.carina.hr$Ministarstvo financija$2014-04-24$1 - nikakva ili najmanja sigurnost$Elektroničko poslovanje - e-Carina
Poslovanje $Aplikacija TARIC$https://taric.carina.hr/index.do$Ministarstvo financija$2014-04-24$1 - nikakva ili najmanja sigurnost$ITMS sustav Carinske uprave Republike Hrvatske
Poslovanje $e-Zdravstveno$http://www.hzzo.hr/e-zdravstveno$Hrvatski zavod za zdravstveno osiguranje$2014-04-24$1 - nikakva ili najmanja sigurnost$Usluga HZZO-a koja omogućuje pokretanje postupka za utvrđivanje statusa osigurane osobe u obveznom zdravstvenom osiguranju podnošenjem e-prijave. Pod pojmom e-prijava podrazumijevamo: podnošenje prijave i odjave osiguranih osoba te promjenu podataka osiguranih osoba elektroničkim putem.
Poslovanje $e-Regos$https://eregos.fina.hr/$REGOS - Središnji registar osiguranika$2014-04-24$1 - nikakva ili najmanja sigurnost$Elektronička predaja Obrasca R-Sm
Poslovanje $e-Mirovinsko$https://lana.mirovinsko.hr/$Hrvatski zavod za mirovinsko osiguranje$2014-04-24$1 - nikakva ili najmanja sigurnost$E-prijave korisnicima omogućavaju prijave/odjave na mirovinsko osiguranje, prijave o promjeni statusa tijekom osiguranja, prijave o početku/prestanku poslovanja obveznika doprinosa kao i promjenama podataka obveznika doprinosa
Poslovanje $e-Upit za akreditaciju$http://www.akreditacija.hr/eupit$Hrvatska akreditacijska agencija$2014-04-24$1 - nikakva ili najmanja sigurnost$Hrvatska akreditacijska agencija je omogućila podnošenje upita za akreditaciju ispunjavanjem e-obrasca. Upit je iskaz interesa za početnom akreditacijom koji podnosi organizacija ili iskaz interesa za ponovnom akreditacijom, koji podnosi akreditirano tijelo.
